VARIABLES = "X", "Y", "U"
0.003757 0.003757 -0.999994 
0.016667 0.003757 -1.000004 
0.029577 0.003757 -0.999993 
0.003757 0.016667 -1.000004 
0.016667 0.016667 -0.999998 
0.029577 0.016667 -1.000003 
0.003757 0.029577 -0.999993 
0.016667 0.029577 -1.000003 
0.029577 0.029577 -0.999995 
0.037090 0.003757 -1.000005 
0.050000 0.003757 -0.999998 
0.062910 0.003757 -1.000003 
0.037090 0.016667 -0.999999 
0.050000 0.016667 -1.000000 
0.062910 0.016667 -1.000000 
0.037090 0.029577 -1.000002 
0.050000 0.029577 -1.000001 
0.062910 0.029577 -0.999997 
0.070423 0.003757 -0.999999 
0.083333 0.003757 -0.999999 
0.096243 0.003757 -1.000003 
0.070423 0.016667 -0.999998 
0.083333 0.016667 -1.000002 
0.096243 0.016667 -0.999996 
0.070423 0.029577 -1.000005 
0.083333 0.029577 -0.999996 
0.096243 0.029577 -1.000010 
0.103757 0.003757 -0.999996 
0.116667 0.003757 -1.000003 
0.129577 0.003757 -0.999993 
0.103757 0.016667 -1.000004 
0.116667 0.016667 -0.999997 
0.129577 0.016667 -1.000005 
0.103757 0.029577 -0.999992 
0.116667 0.029577 -1.000005 
0.129577 0.029577 -0.999989 
0.137090 0.003757 -1.000006 
0.150000 0.003757 -0.999996 
0.162910 0.003757 -1.000008 
0.137090 0.016667 -0.999996 
0.150000 0.016667 -1.000002 
0.162910 0.016667 -0.999996 
0.137090 0.029577 -1.000007 
0.150000 0.029577 -0.999996 
0.162910 0.029577 -1.000007 
0.170423 0.003757 -0.999993 
0.183333 0.003757 -1.000005 
0.196243 0.003757 -0.999989 
0.170423 0.016667 -1.000003 
0.183333 0.016667 -0.999998 
0.196243 0.016667 -1.000004 
0.170423 0.029577 -0.999995 
0.183333 0.029577 -1.000002 
0.196243 0.029577 -0.999996 
0.203757 0.003757 -1.000009 
0.216667 0.003757 -0.999994 
0.229577 0.003757 -1.000008 
0.203757 0.016667 -0.999998 
0.216667 0.016667 -0.999998 
0.229577 0.016667 -1.000006 
0.203757 0.029577 -1.000000 
0.216667 0.029577 -1.000005 
0.229577 0.029577 -0.999980 
0.237090 0.003757 -1.000009 
0.250000 0.003757 -0.999983 
0.262910 0.003757 -1.000021 
0.237090 0.016667 -0.999987 
0.250000 0.016667 -1.000020 
0.262910 0.016667 -0.999931 
0.237090 0.029577 -1.000040 
0.250000 0.029577 -0.999958 
0.262910 0.029577 -1.000079 
0.270423 0.003757 -0.999970 
0.283333 0.003757 -1.000076 
0.296243 0.003757 -0.999788 
0.270423 0.016667 -1.000058 
0.283333 0.016667 -1.000017 
0.296243 0.016667 -0.999922 
0.270423 0.029577 -0.999912 
0.283333 0.029577 -1.000114 
0.296243 0.029577 -0.999784 
0.303757 0.003757 -0.999994 
0.316667 0.003757 -1.000187 
0.329577 0.003757 -0.999969 
0.303757 0.016667 -0.999839 
0.316667 0.016667 -1.000336 
0.329577 0.016667 -1.000141 
0.303757 0.029577 -0.999911 
0.316667 0.029577 -1.000180 
0.329577 0.029577 -1.000534 
0.337090 0.003757 -0.999704 
0.350000 0.003757 -0.998516 
0.362910 0.003757 -0.995386 
0.337090 0.016667 -0.998671 
0.350000 0.016667 -0.999437 
0.362910 0.016667 -1.001563 
0.337090 0.029577 -0.999233 
0.350000 0.029577 -0.997532 
0.362910 0.029577 -0.998793 
0.370423 0.003757 -0.987458 
0.383333 0.003757 -0.962293 
0.396243 0.003757 -0.937128 
0.370423 0.016667 -0.991576 
0.383333 0.016667 -0.966411 
0.396243 0.016667 -0.941246 
0.370423 0.029577 -0.995693 
0.383333 0.029577 -0.970529 
0.396243 0.029577 -0.945364 
0.403757 0.003757 -0.877200 
0.416667 0.003757 -0.787623 
0.429577 0.003757 -0.670300 
0.403757 0.016667 -0.877600 
0.416667 0.016667 -0.787985 
0.429577 0.016667 -0.670734 
0.403757 0.029577 -0.877687 
0.416667 0.029577 -0.788247 
0.429577 0.029577 -0.668189 
0.437090 0.003757 -0.605297 
0.450000 0.003757 -0.481647 
0.462910 0.003757 -0.336464 
0.437090 0.016667 -0.605920 
0.450000 0.016667 -0.482143 
0.462910 0.016667 -0.336889 
0.437090 0.029577 -0.600023 
0.450000 0.029577 -0.483021 
0.462910 0.029577 -0.351533 
0.470423 0.003757 -0.257523 
0.483333 0.003757 -0.112925 
0.496243 0.003757 0.089752 
0.470423 0.016667 -0.257384 
0.483333 0.016667 -0.113724 
0.496243 0.016667 0.089979 
0.470423 0.029577 -0.265081 
0.483333 0.029577 -0.109019 
0.496243 0.029577 0.088942 
0.503757 0.003757 0.277272 
0.516667 0.003757 0.358591 
0.529577 0.003757 0.360018 
0.503757 0.016667 0.277514 
0.516667 0.016667 0.358428 
0.529577 0.016667 0.360294 
0.503757 0.029577 0.276981 
0.516667 0.029577 0.358429 
0.529577 0.029577 0.360471 
0.537090 0.003757 0.489313 
0.550000 0.003757 0.490755 
0.562910 0.003757 0.476290 
0.537090 0.016667 0.489359 
0.550000 0.016667 0.490744 
0.562910 0.016667 0.476293 
0.537090 0.029577 0.489333 
0.550000 0.029577 0.490745 
0.562910 0.029577 0.476304 
0.570423 0.003757 0.496524 
0.583333 0.003757 0.551370 
0.596243 0.003757 0.598406 
0.570423 0.016667 0.498482 
0.583333 0.016667 0.551343 
0.596243 0.016667 0.598062 
0.570423 0.029577 0.500470 
0.583333 0.029577 0.551359 
